instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,Usage_Category
15502,2012-10-13,4,1,10,2,0,6,0,1,0.34,0.3333,0.53,0.194,7,60,67,Low Usage
15503,2012-10-13,4,1,10,3,0,6,0,1,0.32,0.303,0.66,0.2239,2,13,15,Low Usage
15504,2012-10-13,4,1,10,4,0,6,0,1,0.3,0.303,0.65,0.1642,2,9,11,Low Usage
15505,2012-10-13,4,1,10,5,0,6,0,1,0.3,0.2879,0.61,0.194,0,11,11,Low Usage
15506,2012-10-13,4,1,10,6,0,6,0,1,0.3,0.2879,0.61,0.194,5,23,28,Low Usage
15507,2012-10-13,4,1,10,7,0,6,0,1,0.3,0.303,0.61,0.1642,10,60,70,Low Usage
15508,2012-10-13,4,1,10,8,0,6,0,1,0.34,0.3485,0.53,0.1045,23,151,174,Medium Usage
15509,2012-10-13,4,1,10,9,0,6,0,1,0.36,0.3636,0.5,0.0896,46,220,266,Medium Usage
15510,2012-10-13,4,1,10,10,0,6,0,1,0.4,0.4091,0.43,0.0,82,265,347,Medium Usage
15511,2012-10-13,4,1,10,11,0,6,0,1,0.42,0.4242,0.35,0.1343,192,335,527,High Usage
15512,2012-10-13,4,1,10,12,0,6,0,1,0.44,0.4394,0.35,0.0,202,371,573,High Usage
15513,2012-10-13,4,1,10,13,0,6,0,1,0.46,0.4545,0.36,0.194,235,435,670,High Usage
15514,2012-10-13,4,1,10,14,0,6,0,1,0.48,0.4697,0.33,0.194,243,354,597,High Usage
15515,2012-10-13,4,1,10,15,0,6,0,1,0.5,0.4848,0.36,0.194,251,364,615,High Usage
15516,2012-10-13,4,1,10,16,0,6,0,1,0.5,0.4848,0.31,0.194,294,343,637,High Usage
15517,2012-10-13,4,1,10,17,0,6,0,1,0.46,0.4545,0.38,0.1642,193,335,528,High Usage
15518,2012-10-13,4,1,10,18,0,6,0,1,0.46,0.4545,0.44,0.1343,174,299,473,Medium Usage
15519,2012-10-13,4,1,10,19,0,6,0,1,0.44,0.4394,0.44,0.1642,73,259,332,Medium Usage
15520,2012-10-13,4,1,10,20,0,6,0,1,0.4,0.4091,0.54,0.0896,57,198,255,Medium Usage
15521,2012-10-13,4,1,10,21,0,6,0,1,0.4,0.4091,0.58,0.194,47,157,204,Medium Usage
15522,2012-10-13,4,1,10,22,0,6,0,1,0.4,0.4091,0.62,0.0,33,156,189,Medium Usage
15523,2012-10-13,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.2985,27,98,125,Medium Usage
15524,2012-10-14,4,1,10,0,0,0,0,1,0.4,0.4091,0.71,0.2537,8,103,111,Medium Usage
15525,2012-10-14,4,1,10,1,0,0,0,1,0.42,0.4242,0.77,0.2836,16,96,112,Medium Usage
15526,2012-10-14,4,1,10,2,0,0,0,1,0.4,0.4091,0.76,0.0896,8,58,66,Low Usage
15527,2012-10-14,4,1,10,3,0,0,0,1,0.42,0.4242,0.77,0.2985,3,25,28,Low Usage
15528,2012-10-14,4,1,10,4,0,0,0,1,0.42,0.4242,0.77,0.2836,2,10,12,Low Usage
15529,2012-10-14,4,1,10,5,0,0,0,1,0.4,0.4091,0.82,0.194,5,6,11,Low Usage
15530,2012-10-14,4,1,10,6,0,0,0,1,0.4,0.4091,0.82,0.1642,4,20,24,Low Usage
15531,2012-10-14,4,1,10,7,0,0,0,1,0.42,0.4242,0.82,0.2239,7,44,51,Low Usage
15532,2012-10-14,4,1,10,8,0,0,0,1,0.44,0.4394,0.77,0.194,28,104,132,Medium Usage
15533,2012-10-14,4,1,10,9,0,0,0,2,0.48,0.4697,0.67,0.2836,62,161,223,Medium Usage
15534,2012-10-14,4,1,10,10,0,0,0,1,0.54,0.5152,0.56,0.194,150,278,428,Medium Usage
15535,2012-10-14,4,1,10,11,0,0,0,1,0.56,0.5303,0.52,0.2985,156,338,494,Medium Usage
15536,2012-10-14,4,1,10,12,0,0,0,1,0.62,0.6212,0.46,0.3284,200,362,562,High Usage
15537,2012-10-14,4,1,10,13,0,0,0,1,0.64,0.6212,0.41,0.4478,218,401,619,High Usage
15538,2012-10-14,4,1,10,14,0,0,0,1,0.66,0.6212,0.39,0.4179,249,368,617,High Usage
15539,2012-10-14,4,1,10,15,0,0,0,1,0.66,0.6212,0.39,0.4179,213,355,568,High Usage
15540,2012-10-14,4,1,10,16,0,0,0,1,0.64,0.6212,0.41,0.2985,203,378,581,High Usage
15541,2012-10-14,4,1,10,17,0,0,0,1,0.64,0.6212,0.44,0.194,193,346,539,High Usage
15542,2012-10-14,4,1,10,18,0,0,0,1,0.58,0.5455,0.6,0.2537,134,319,453,Medium Usage
15543,2012-10-14,4,1,10,19,0,0,0,1,0.56,0.5303,0.64,0.2239,68,268,336,Medium Usage
15544,2012-10-14,4,1,10,20,0,0,0,1,0.54,0.5152,0.73,0.2239,48,198,246,Medium Usage
15545,2012-10-14,4,1,10,21,0,0,0,1,0.56,0.5303,0.73,0.4478,40,156,196,Medium Usage
15546,2012-10-14,4,1,10,22,0,0,0,1,0.56,0.5303,0.73,0.3881,38,87,125,Medium Usage
15547,2012-10-14,4,1,10,23,0,0,0,2,0.56,0.5303,0.68,0.2836,27,78,105,Medium Usage
15548,2012-10-15,4,1,10,0,0,1,1,2,0.56,0.5303,0.73,0.2537,17,31,48,Low Usage
15549,2012-10-15,4,1,10,1,0,1,1,2,0.58,0.5455,0.64,0.3881,5,24,29,Low Usage
15550,2012-10-15,4,1,10,2,0,1,1,2,0.58,0.5455,0.64,0.3582,1,5,6,Low Usage
15551,2012-10-15,4,1,10,3,0,1,1,2,0.56,0.5303,0.73,0.2537,2,2,4,Low Usage
15552,2012-10-15,4,1,10,4,0,1,1,2,0.56,0.5303,0.68,0.2239,1,9,10,Low Usage
15553,2012-10-15,4,1,10,5,0,1,1,2,0.56,0.5303,0.73,0.2836,2,38,40,Low Usage
15554,2012-10-15,4,1,10,6,0,1,1,2,0.56,0.5303,0.73,0.2985,6,141,147,Medium Usage
15555,2012-10-15,4,1,10,7,0,1,1,2,0.58,0.5455,0.68,0.3284,15,461,476,Medium Usage
15556,2012-10-15,4,1,10,8,0,1,1,2,0.6,0.6061,0.64,0.3881,24,713,737,High Usage
15557,2012-10-15,4,1,10,9,0,1,1,3,0.6,0.5909,0.69,0.3881,31,328,359,Medium Usage
15558,2012-10-15,4,1,10,10,0,1,1,2,0.6,0.5909,0.73,0.3881,43,125,168,Medium Usage
15559,2012-10-15,4,1,10,11,0,1,1,2,0.6,0.5909,0.73,0.3881,88,175,263,Medium Usage
15560,2012-10-15,4,1,10,12,0,1,1,3,0.6,0.5758,0.78,0.3284,73,211,284,Medium Usage
15561,2012-10-15,4,1,10,13,0,1,1,2,0.56,0.5303,0.88,0.2239,37,109,146,Medium Usage
15562,2012-10-15,4,1,10,14,0,1,1,2,0.6,0.5758,0.78,0.2836,57,128,185,Medium Usage
15563,2012-10-15,4,1,10,15,0,1,1,1,0.6,0.5758,0.78,0.3284,70,190,260,Medium Usage
15564,2012-10-15,4,1,10,16,0,1,1,1,0.56,0.5303,0.64,0.2985,76,371,447,Medium Usage
15565,2012-10-15,4,1,10,17,0,1,1,1,0.56,0.5303,0.64,0.2537,96,670,766,High Usage
15566,2012-10-15,4,1,10,18,0,1,1,3,0.54,0.5152,0.77,0.1343,52,540,592,High Usage
15567,2012-10-15,4,1,10,19,0,1,1,3,0.52,0.5,0.83,0.0896,12,227,239,Medium Usage
15568,2012-10-15,4,1,10,20,0,1,1,2,0.52,0.5,0.72,0.3881,19,237,256,Medium Usage
15569,2012-10-15,4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206,Medium Usage
15570,2012-10-15,4,1,10,22,0,1,1,1,0.5,0.4848,0.59,0.2836,8,118,126,Medium Usage
15571,2012-10-15,4,1,10,23,0,1,1,1,0.46,0.4545,0.63,0.2239,9,72,81,Low Usage
15572,2012-10-16,4,1,10,0,0,2,1,1,0.46,0.4545,0.63,0.3881,3,45,48,Low Usage
15573,2012-10-16,4,1,10,1,0,2,1,1,0.44,0.4394,0.67,0.194,4,9,13,Low Usage
15574,2012-10-16,4,1,10,2,0,2,1,1,0.44,0.4394,0.67,0.1343,2,1,3,Low Usage
15575,2012-10-16,4,1,10,3,0,2,1,1,0.42,0.4242,0.67,0.1045,0,2,2,Low Usage
15576,2012-10-16,4,1,10,4,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7,Low Usage
15577,2012-10-16,4,1,10,5,0,2,1,1,0.42,0.4242,0.67,0.2537,5,47,52,Low Usage
15578,2012-10-16,4,1,10,6,0,2,1,1,0.42,0.4242,0.67,0.1642,4,168,172,Medium Usage
15579,2012-10-16,4,1,10,7,0,2,1,1,0.42,0.4242,0.67,0.0896,20,505,525,High Usage
15580,2012-10-16,4,1,10,8,0,2,1,1,0.44,0.4394,0.62,0.0,35,800,835,High Usage
15581,2012-10-16,4,1,10,9,0,2,1,1,0.48,0.4697,0.55,0.2537,32,323,355,Medium Usage
15582,2012-10-16,4,1,10,10,0,2,1,1,0.5,0.4848,0.48,0.2836,65,157,222,Medium Usage
15583,2012-10-16,4,1,10,11,0,2,1,1,0.5,0.4848,0.45,0.4179,56,172,228,Medium Usage
15584,2012-10-16,4,1,10,12,0,2,1,2,0.52,0.5,0.45,0.3284,69,256,325,Medium Usage
15585,2012-10-16,4,1,10,13,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328,Medium Usage
15586,2012-10-16,4,1,10,14,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308,Medium Usage
15587,2012-10-16,4,1,10,15,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346,Medium Usage
15588,2012-10-16,4,1,10,16,0,2,1,1,0.54,0.5152,0.39,0.2836,79,367,446,Medium Usage
15589,2012-10-16,4,1,10,17,0,2,1,1,0.52,0.5,0.39,0.194,104,839,943,High Usage
15590,2012-10-16,4,1,10,18,0,2,1,1,0.5,0.4848,0.42,0.1642,71,767,838,High Usage
15591,2012-10-16,4,1,10,19,0,2,1,1,0.48,0.4697,0.48,0.0,40,491,531,High Usage
15592,2012-10-16,4,1,10,20,0,2,1,1,0.46,0.4545,0.55,0.0,35,397,432,Medium Usage
15593,2012-10-16,4,1,10,21,0,2,1,1,0.46,0.4545,0.63,0.0,19,176,195,Medium Usage
15594,2012-10-16,4,1,10,22,0,2,1,1,0.4,0.4091,0.71,0.0896,18,163,181,Medium Usage
15595,2012-10-16,4,1,10,23,0,2,1,1,0.4,0.4091,0.71,0.0,23,176,199,Medium Usage
15596,2012-10-17,4,1,10,0,0,3,1,1,0.38,0.3939,0.76,0.0,1,48,49,Low Usage
15597,2012-10-17,4,1,10,1,0,3,1,1,0.38,0.3939,0.76,0.0,3,14,17,Low Usage
15598,2012-10-17,4,1,10,2,0,3,1,1,0.38,0.3939,0.76,0.0,4,12,16,Low Usage
15599,2012-10-17,4,1,10,3,0,3,1,1,0.36,0.3788,0.87,0.0,0,7,7,Low Usage
15600,2012-10-17,4,1,10,4,0,3,1,1,0.36,0.3636,0.81,0.0896,0,4,4,Low Usage
15601,2012-10-17,4,1,10,5,0,3,1,2,0.36,0.3788,0.81,0.0,2,39,41,Low Usage
15602,2012-10-17,4,1,10,6,0,3,1,1,0.38,0.3939,0.82,0.0,7,171,178,Medium Usage
15603,2012-10-17,4,1,10,7,0,3,1,1,0.36,0.3636,0.81,0.1045,15,449,464,Medium Usage
15604,2012-10-17,4,1,10,8,0,3,1,2,0.4,0.4091,0.76,0.0,38,779,817,High Usage
15605,2012-10-17,4,1,10,9,0,3,1,2,0.42,0.4242,0.77,0.0,38,344,382,Medium Usage
15606,2012-10-17,4,1,10,10,0,3,1,2,0.46,0.4545,0.67,0.0,60,168,228,Medium Usage
15607,2012-10-17,4,1,10,11,0,3,1,2,0.5,0.4848,0.51,0.0896,78,156,234,Medium Usage
15608,2012-10-17,4,1,10,12,0,3,1,2,0.52,0.5,0.48,0.1642,71,261,332,Medium Usage
15609,2012-10-17,4,1,10,13,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237,310,Medium Usage
15610,2012-10-17,4,1,10,14,0,3,1,2,0.56,0.5303,0.43,0.1642,82,188,270,Medium Usage
15611,2012-10-17,4,1,10,15,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239,301,Medium Usage
15612,2012-10-17,4,1,10,16,0,3,1,1,0.56,0.5303,0.52,0.194,70,396,466,Medium Usage
15613,2012-10-17,4,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045,122,766,888,High Usage
15614,2012-10-17,4,1,10,18,0,3,1,1,0.52,0.5,0.59,0.1642,90,794,884,High Usage
15615,2012-10-17,4,1,10,19,0,3,1,1,0.5,0.4848,0.72,0.194,49,467,516,High Usage
15616,2012-10-17,4,1,10,20,0,3,1,1,0.5,0.4848,0.72,0.1343,54,360,414,Medium Usage
15617,2012-10-17,4,1,10,21,0,3,1,1,0.46,0.4545,0.82,0.194,28,301,329,Medium Usage
15618,2012-10-17,4,1,10,22,0,3,1,1,0.46,0.4545,0.88,0.2537,17,198,215,Medium Usage
15619,2012-10-17,4,1,10,23,0,3,1,1,0.46,0.4545,0.88,0.2239,15,84,99,Low Usage
15620,2012-10-18,4,1,10,0,0,4,1,1,0.46,0.4545,0.88,0.194,4,53,57,Low Usage
15621,2012-10-18,4,1,10,1,0,4,1,1,0.46,0.4545,0.82,0.2239,0,14,14,Low Usage
15622,2012-10-18,4,1,10,2,0,4,1,1,0.46,0.4545,0.82,0.194,1,13,14,Low Usage
15623,2012-10-18,4,1,10,3,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,Low Usage
15624,2012-10-18,4,1,10,4,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,Low Usage
15625,2012-10-18,4,1,10,5,0,4,1,1,0.44,0.4394,0.82,0.2239,1,41,42,Low Usage
15626,2012-10-18,4,1,10,6,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150,153,Medium Usage
15627,2012-10-18,4,1,10,7,0,4,1,1,0.44,0.4394,0.88,0.2537,20,488,508,High Usage
15628,2012-10-18,4,1,10,8,0,4,1,1,0.46,0.4545,0.82,0.2537,31,803,834,High Usage
15629,2012-10-18,4,1,10,9,0,4,1,2,0.5,0.4848,0.77,0.1642,41,346,387,Medium Usage
15630,2012-10-18,4,1,10,10,0,4,1,2,0.52,0.5,0.68,0.2239,60,158,218,Medium Usage
15631,2012-10-18,4,1,10,11,0,4,1,2,0.56,0.5303,0.56,0.2239,79,189,268,Medium Usage
15632,2012-10-18,4,1,10,12,0,4,1,2,0.6,0.6212,0.53,0.2537,93,284,377,Medium Usage
15633,2012-10-18,4,1,10,13,0,4,1,1,0.62,0.6212,0.53,0.3582,96,236,332,Medium Usage
15634,2012-10-18,4,1,10,14,0,4,1,2,0.62,0.6212,0.5,0.2985,94,191,285,Medium Usage
15635,2012-10-18,4,1,10,15,0,4,1,2,0.6,0.6061,0.6,0.194,69,284,353,Medium Usage
15636,2012-10-18,4,1,10,16,0,4,1,1,0.6,0.6212,0.56,0.2836,94,356,450,Medium Usage
15637,2012-10-18,4,1,10,17,0,4,1,2,0.58,0.5455,0.64,0.3284,102,788,890,High Usage
15638,2012-10-18,4,1,10,18,0,4,1,2,0.56,0.5303,0.64,0.3284,68,720,788,High Usage
15639,2012-10-18,4,1,10,19,0,4,1,2,0.56,0.5303,0.68,0.2985,42,471,513,High Usage
15640,2012-10-18,4,1,10,20,0,4,1,2,0.56,0.5303,0.68,0.2537,39,348,387,Medium Usage
15641,2012-10-18,4,1,10,21,0,4,1,2,0.54,0.5152,0.77,0.194,38,245,283,Medium Usage
15642,2012-10-18,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.194,27,202,229,Medium Usage
15643,2012-10-18,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.0,6,111,117,Medium Usage
15644,2012-10-19,4,1,10,0,0,5,1,2,0.56,0.5303,0.83,0.1045,5,51,56,Low Usage
15645,2012-10-19,4,1,10,1,0,5,1,3,0.54,0.5152,0.88,0.0,4,12,16,Low Usage
15646,2012-10-19,4,1,10,2,0,5,1,2,0.54,0.5152,0.88,0.0,1,9,10,Low Usage
15647,2012-10-19,4,1,10,3,0,5,1,2,0.56,0.5303,0.83,0.0,0,5,5,Low Usage
15648,2012-10-19,4,1,10,4,0,5,1,2,0.56,0.5303,0.83,0.0,1,5,6,Low Usage
15649,2012-10-19,4,1,10,5,0,5,1,2,0.54,0.5152,0.88,0.0,1,35,36,Low Usage
15650,2012-10-19,4,1,10,6,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126,131,Medium Usage
15651,2012-10-19,4,1,10,7,0,5,1,3,0.54,0.5152,0.94,0.0,5,149,154,Medium Usage
15652,2012-10-19,4,1,10,8,0,5,1,2,0.54,0.5152,0.94,0.1045,20,447,467,Medium Usage
15653,2012-10-19,4,1,10,9,0,5,1,2,0.54,0.5152,0.94,0.1045,26,363,389,Medium Usage
15654,2012-10-19,4,1,10,10,0,5,1,2,0.58,0.5455,0.88,0.194,26,198,224,Medium Usage
15655,2012-10-19,4,1,10,11,0,5,1,1,0.6,0.5606,0.83,0.194,41,211,252,Medium Usage
15656,2012-10-19,4,1,10,12,0,5,1,1,0.64,0.6061,0.69,0.2239,74,258,332,Medium Usage
15657,2012-10-19,4,1,10,13,0,5,1,1,0.62,0.5909,0.73,0.2239,87,288,375,Medium Usage
15658,2012-10-19,4,1,10,14,0,5,1,1,0.66,0.6212,0.61,0.2537,88,277,365,Medium Usage
15659,2012-10-19,4,1,10,15,0,5,1,1,0.64,0.6061,0.65,0.2985,93,302,395,Medium Usage
15660,2012-10-19,4,1,10,16,0,5,1,3,0.62,0.6061,0.69,0.3582,131,434,565,High Usage
15661,2012-10-19,4,1,10,17,0,5,1,3,0.62,0.6061,0.69,0.3582,48,377,425,Medium Usage
15662,2012-10-19,4,1,10,18,0,5,1,1,0.56,0.5303,0.83,0.1045,21,212,233,Medium Usage
15663,2012-10-19,4,1,10,19,0,5,1,1,0.54,0.5152,0.88,0.1642,19,213,232,Medium Usage
15664,2012-10-19,4,1,10,20,0,5,1,1,0.52,0.5,0.77,0.194,13,216,229,Medium Usage
15665,2012-10-19,4,1,10,21,0,5,1,1,0.5,0.4848,0.77,0.0,17,189,206,Medium Usage
15666,2012-10-19,4,1,10,22,0,5,1,1,0.5,0.4848,0.77,0.0896,14,176,190,Medium Usage
15667,2012-10-19,4,1,10,23,0,5,1,1,0.46,0.4545,0.88,0.1045,13,118,131,Medium Usage
15668,2012-10-20,4,1,10,0,0,6,0,1,0.46,0.4545,0.82,0.1343,13,110,123,Medium Usage
15669,2012-10-20,4,1,10,1,0,6,0,1,0.46,0.4545,0.72,0.1343,2,93,95,Low Usage
15670,2012-10-20,4,1,10,2,0,6,0,1,0.44,0.4394,0.77,0.1045,9,69,78,Low Usage
15671,2012-10-20,4,1,10,3,0,6,0,1,0.42,0.4242,0.77,0.1343,2,27,29,Low Usage
15672,2012-10-20,4,1,10,4,0,6,0,1,0.44,0.4394,0.72,0.0,9,9,18,Low Usage
15673,2012-10-20,4,1,10,5,0,6,0,1,0.4,0.4091,0.82,0.0,6,7,13,Low Usage
15674,2012-10-20,4,1,10,6,0,6,0,1,0.42,0.4242,0.71,0.0,5,26,31,Low Usage
15675,2012-10-20,4,1,10,7,0,6,0,1,0.4,0.4091,0.82,0.0,6,59,65,Low Usage
15676,2012-10-20,4,1,10,8,0,6,0,1,0.46,0.4545,0.67,0.1343,29,164,193,Medium Usage
15677,2012-10-20,4,1,10,9,0,6,0,1,0.5,0.4848,0.59,0.1343,106,257,363,Medium Usage
15678,2012-10-20,4,1,10,10,0,6,0,1,0.52,0.5,0.52,0.1343,111,312,423,Medium Usage
15679,2012-10-20,4,1,10,11,0,6,0,1,0.54,0.5152,0.52,0.2239,204,408,612,High Usage
15680,2012-10-20,4,1,10,12,0,6,0,1,0.56,0.5303,0.46,0.1045,267,436,703,High Usage
15681,2012-10-20,4,1,10,13,0,6,0,1,0.56,0.5303,0.43,0.1642,273,441,714,High Usage
15682,2012-10-20,4,1,10,14,0,6,0,1,0.56,0.5303,0.4,0.0,335,376,711,High Usage
15683,2012-10-20,4,1,10,15,0,6,0,1,0.56,0.5303,0.43,0.0,308,403,711,High Usage
15684,2012-10-20,4,1,10,16,0,6,0,1,0.54,0.5152,0.42,0.2836,325,366,691,High Usage
15685,2012-10-20,4,1,10,17,0,6,0,1,0.54,0.5152,0.37,0.2239,347,384,731,High Usage
15686,2012-10-20,4,1,10,18,0,6,0,1,0.52,0.5,0.39,0.2239,165,356,521,High Usage
15687,2012-10-20,4,1,10,19,0,6,0,1,0.5,0.4848,0.45,0.1343,77,268,345,Medium Usage
15688,2012-10-20,4,1,10,20,0,6,0,1,0.5,0.4848,0.39,0.2239,61,198,259,Medium Usage
15689,2012-10-20,4,1,10,21,0,6,0,1,0.46,0.4545,0.47,0.2239,72,224,296,Medium Usage
15690,2012-10-20,4,1,10,22,0,6,0,1,0.44,0.4394,0.51,0.1045,47,155,202,Medium Usage
15691,2012-10-20,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.0,27,136,163,Medium Usage
15692,2012-10-21,4,1,10,0,0,0,0,1,0.44,0.4394,0.54,0.1642,35,119,154,Medium Usage
15693,2012-10-21,4,1,10,1,0,0,0,1,0.42,0.4242,0.58,0.2239,20,97,117,Medium Usage
15694,2012-10-21,4,1,10,2,0,0,0,1,0.4,0.4091,0.62,0.1642,44,88,132,Medium Usage
15695,2012-10-21,4,1,10,3,0,0,0,1,0.38,0.3939,0.66,0.0896,12,29,41,Low Usage
15696,2012-10-21,4,1,10,4,0,0,0,1,0.36,0.3485,0.71,0.1642,8,13,21,Low Usage
15697,2012-10-21,4,1,10,5,0,0,0,1,0.38,0.3939,0.66,0.0896,6,4,10,Low Usage
15698,2012-10-21,4,1,10,6,0,0,0,1,0.4,0.4091,0.62,0.0,8,18,26,Low Usage
15699,2012-10-21,4,1,10,7,0,0,0,1,0.4,0.4091,0.62,0.0,13,43,56,Low Usage
15700,2012-10-21,4,1,10,8,0,0,0,1,0.42,0.4242,0.67,0.0,39,104,143,Medium Usage
15701,2012-10-21,4,1,10,9,0,0,0,1,0.46,0.4545,0.55,0.1642,77,192,269,Medium Usage
15702,2012-10-21,4,1,10,10,0,0,0,1,0.5,0.4848,0.48,0.2985,167,276,443,Medium Usage
15703,2012-10-21,4,1,10,11,0,0,0,1,0.52,0.5,0.44,0.3284,191,356,547,High Usage
15704,2012-10-21,4,1,10,12,0,0,0,1,0.54,0.5152,0.39,0.3284,236,439,675,High Usage
15705,2012-10-21,4,1,10,13,0,0,0,1,0.56,0.5303,0.37,0.2537,243,383,626,High Usage
15706,2012-10-21,4,1,10,14,0,0,0,1,0.56,0.5303,0.35,0.194,235,405,640,High Usage
15707,2012-10-21,4,1,10,15,0,0,0,1,0.56,0.5303,0.35,0.3284,240,383,623,High Usage
15708,2012-10-21,4,1,10,16,0,0,0,1,0.54,0.5152,0.37,0.2239,182,409,591,High Usage
15709,2012-10-21,4,1,10,17,0,0,0,1,0.52,0.5,0.39,0.2537,153,338,491,Medium Usage
15710,2012-10-21,4,1,10,18,0,0,0,1,0.52,0.5,0.39,0.194,71,342,413,Medium Usage
15711,2012-10-21,4,1,10,19,0,0,0,1,0.5,0.4848,0.42,0.1642,50,216,266,Medium Usage
15712,2012-10-21,4,1,10,20,0,0,0,1,0.48,0.4697,0.44,0.194,35,160,195,Medium Usage
15713,2012-10-21,4,1,10,21,0,0,0,1,0.42,0.4242,0.54,0.1642,42,124,166,Medium Usage
15714,2012-10-21,4,1,10,22,0,0,0,1,0.42,0.4242,0.54,0.0,18,95,113,Medium Usage
15715,2012-10-21,4,1,10,23,0,0,0,1,0.44,0.4394,0.54,0.0,7,59,66,Low Usage
15716,2012-10-22,4,1,10,0,0,1,1,1,0.4,0.4091,0.62,0.0,3,28,31,Low Usage
15717,2012-10-22,4,1,10,1,0,1,1,1,0.4,0.4091,0.71,0.0,0,11,11,Low Usage
15718,2012-10-22,4,1,10,2,0,1,1,1,0.38,0.3939,0.71,0.0,1,4,5,Low Usage
15719,2012-10-22,4,1,10,3,0,1,1,1,0.4,0.4091,0.62,0.0,1,5,6,Low Usage
15720,2012-10-22,4,1,10,4,0,1,1,1,0.38,0.3939,0.66,0.0,1,6,7,Low Usage
15721,2012-10-22,4,1,10,5,0,1,1,1,0.38,0.3939,0.76,0.0896,2,44,46,Low Usage
15722,2012-10-22,4,1,10,6,0,1,1,1,0.36,0.3636,0.76,0.0896,4,140,144,Medium Usage
15723,2012-10-22,4,1,10,7,0,1,1,1,0.38,0.3939,0.66,0.0896,15,437,452,Medium Usage
15724,2012-10-22,4,1,10,8,0,1,1,1,0.44,0.4394,0.67,0.0,32,696,728,High Usage
15725,2012-10-22,4,1,10,9,0,1,1,1,0.46,0.4545,0.63,0.0896,25,335,360,Medium Usage
15726,2012-10-22,4,1,10,10,0,1,1,1,0.5,0.4848,0.55,0.0,51,161,212,Medium Usage
15727,2012-10-22,4,1,10,11,0,1,1,1,0.56,0.5303,0.37,0.1642,63,148,211,Medium Usage
15728,2012-10-22,4,1,10,12,0,1,1,1,0.58,0.5455,0.35,0.0,52,231,283,Medium Usage
15729,2012-10-22,4,1,10,13,0,1,1,1,0.62,0.6212,0.29,0.1642,88,227,315,Medium Usage
15730,2012-10-22,4,1,10,14,0,1,1,1,0.62,0.6061,0.27,0.194,73,209,282,Medium Usage
15731,2012-10-22,4,1,10,15,0,1,1,1,0.64,0.6212,0.29,0.1642,74,222,296,Medium Usage
15732,2012-10-22,4,1,10,16,0,1,1,1,0.62,0.6212,0.33,0.1642,80,444,524,High Usage
15733,2012-10-22,4,1,10,17,0,1,1,1,0.62,0.6212,0.33,0.1045,84,838,922,High Usage
15734,2012-10-22,4,1,10,18,0,1,1,1,0.54,0.5152,0.64,0.1045,60,726,786,High Usage
15735,2012-10-22,4,1,10,19,0,1,1,1,0.52,0.5,0.52,0.1045,36,478,514,High Usage
15736,2012-10-22,4,1,10,20,0,1,1,1,0.5,0.4848,0.59,0.1045,21,382,403,Medium Usage
15737,2012-10-22,4,1,10,21,0,1,1,1,0.48,0.4697,0.67,0.0896,19,155,174,Medium Usage
15738,2012-10-22,4,1,10,22,0,1,1,1,0.46,0.4545,0.82,0.1343,25,158,183,Medium Usage
15739,2012-10-22,4,1,10,23,0,1,1,1,0.46,0.4545,0.82,0.1045,20,143,163,Medium Usage
15740,2012-10-23,4,1,10,0,0,2,1,1,0.46,0.4545,0.88,0.1642,5,32,37,Low Usage
15741,2012-10-23,4,1,10,1,0,2,1,1,0.46,0.4545,0.77,0.1642,1,16,17,Low Usage
15742,2012-10-23,4,1,10,2,0,2,1,1,0.44,0.4394,0.88,0.1343,1,6,7,Low Usage
15743,2012-10-23,4,1,10,3,0,2,1,1,0.44,0.4394,0.77,0.1343,0,1,1,Low Usage
15744,2012-10-23,4,1,10,4,0,2,1,1,0.42,0.4242,0.77,0.1045,1,6,7,Low Usage
15745,2012-10-23,4,1,10,5,0,2,1,1,0.44,0.4394,0.77,0.0896,1,49,50,Low Usage
15746,2012-10-23,4,1,10,6,0,2,1,1,0.4,0.4091,0.82,0.0896,6,152,158,Medium Usage
15747,2012-10-23,4,1,10,7,0,2,1,2,0.44,0.4394,0.77,0.1045,12,519,531,High Usage
15748,2012-10-23,4,1,10,8,0,2,1,2,0.46,0.4545,0.72,0.0896,28,733,761,High Usage
15749,2012-10-23,4,1,10,9,0,2,1,2,0.5,0.4848,0.72,0.1045,29,305,334,Medium Usage
15750,2012-10-23,4,1,10,10,0,2,1,1,0.54,0.5152,0.6,0.0,50,171,221,Medium Usage
